,cname,ccode,icode,year,gdp
9995,Middle East & North Africa,MEA,NY.GDP.MKTP.KD.ZG,1997,4.0778323130958
9996,Mexico,MEX,NY.GDP.MKTP.KD.ZG,1997,7.19887615284711
9997,Marshall Islands,MHL,NY.GDP.MKTP.KD.ZG,1997,-6.445662796487
9998,Middle income,MIC,NY.GDP.MKTP.KD.ZG,1997,5.62701038208182
9999,North Macedonia,MKD,NY.GDP.MKTP.KD.ZG,1997,1.43998133659125
10000,Mali,MLI,NY.GDP.MKTP.KD.ZG,1997,4.82902433934804
10001,Malta,MLT,NY.GDP.MKTP.KD.ZG,1997,5.25698014497532
10002,Myanmar,MMR,NY.GDP.MKTP.KD.ZG,1997,5.65158296304853
10003,Middle East & North Africa (excluding high income),MNA,NY.GDP.MKTP.KD.ZG,1997,3.94112739334997
10004,Montenegro,MNE,NY.GDP.MKTP.KD.ZG,1997,
10005,Mongolia,MNG,NY.GDP.MKTP.KD.ZG,1997,3.89671358377919
10006,Northern Mariana Islands,MNP,NY.GDP.MKTP.KD.ZG,1997,
10007,Mozambique,MOZ,NY.GDP.MKTP.KD.ZG,1997,11.8149459447588
10008,Mauritania,MRT,NY.GDP.MKTP.KD.ZG,1997,-4.04469652454418
10009,Mauritius,MUS,NY.GDP.MKTP.KD.ZG,1997,5.68747741886635
10010,Malawi,MWI,NY.GDP.MKTP.KD.ZG,1997,3.79241909271188
10011,Malaysia,MYS,NY.GDP.MKTP.KD.ZG,1997,7.32274185035924
10012,North America,NAC,NY.GDP.MKTP.KD.ZG,1997,4.43422465058438
10013,Namibia,NAM,NY.GDP.MKTP.KD.ZG,1997,4.22010030384476
10014,New Caledonia,NCL,NY.GDP.MKTP.KD.ZG,1997,2.00715233042861
10015,Niger,NER,NY.GDP.MKTP.KD.ZG,1997,1.52747571050666
10016,Nigeria,NGA,NY.GDP.MKTP.KD.ZG,1997,2.93709941924899
10017,Nicaragua,NIC,NY.GDP.MKTP.KD.ZG,1997,3.96665092760821
10018,Netherlands,NLD,NY.GDP.MKTP.KD.ZG,1997,4.3290534045255
10019,Norway,NOR,NY.GDP.MKTP.KD.ZG,1997,5.28460659472807
10020,Nepal,NPL,NY.GDP.MKTP.KD.ZG,1997,5.04861254517328
10021,Nauru,NRU,NY.GDP.MKTP.KD.ZG,1997,-8.9536553676121
10022,New Zealand,NZL,NY.GDP.MKTP.KD.ZG,1997,2.0791517904474
10023,OECD members,OED,NY.GDP.MKTP.KD.ZG,1997,3.63431406278576
10024,Oman,OMN,NY.GDP.MKTP.KD.ZG,1997,6.03351250709945
10025,Other small states,OSS,NY.GDP.MKTP.KD.ZG,1997,4.75494456701153
10026,Pakistan,PAK,NY.GDP.MKTP.KD.ZG,1997,1.01439601077892
10027,Panama,PAN,NY.GDP.MKTP.KD.ZG,1997,6.46099034039275
10028,Peru,PER,NY.GDP.MKTP.KD.ZG,1997,6.47682442079709
10029,Philippines,PHL,NY.GDP.MKTP.KD.ZG,1997,5.18641167406165
10030,Palau,PLW,NY.GDP.MKTP.KD.ZG,1997,2.29998756785868
10031,Papua New Guinea,PNG,NY.GDP.MKTP.KD.ZG,1997,-3.90438965639359
10032,Poland,POL,NY.GDP.MKTP.KD.ZG,1997,6.44900307851657
10033,Pre-demographic dividend,PRE,NY.GDP.MKTP.KD.ZG,1997,6.31637790289558
10034,Puerto Rico,PRI,NY.GDP.MKTP.KD.ZG,1997,4.88008720930226
10035,"Korea, Dem. People's Rep.",PRK,NY.GDP.MKTP.KD.ZG,1997,
10036,Portugal,PRT,NY.GDP.MKTP.KD.ZG,1997,4.40086775381248
10037,Paraguay,PRY,NY.GDP.MKTP.KD.ZG,1997,4.24251610269859
10038,West Bank and Gaza,PSE,NY.GDP.MKTP.KD.ZG,1997,14.667225162375
10039,Pacific island small states,PSS,NY.GDP.MKTP.KD.ZG,1997,-1.16139324449304
10040,Post-demographic dividend,PST,NY.GDP.MKTP.KD.ZG,1997,3.42663576970492
10041,French Polynesia,PYF,NY.GDP.MKTP.KD.ZG,1997,-0.122814651501315
10042,Qatar,QAT,NY.GDP.MKTP.KD.ZG,1997,30.0120397705512
10043,Romania,ROU,NY.GDP.MKTP.KD.ZG,1997,-4.8490627379703
10044,Russian Federation,RUS,NY.GDP.MKTP.KD.ZG,1997,1.3999158052963
10045,Rwanda,RWA,NY.GDP.MKTP.KD.ZG,1997,13.8497524835684
10046,South Asia,SAS,NY.GDP.MKTP.KD.ZG,1997,3.69457655771095
10047,Saudi Arabia,SAU,NY.GDP.MKTP.KD.ZG,1997,1.10376393239287
10048,Sudan,SDN,NY.GDP.MKTP.KD.ZG,1997,18.3126571850273
10049,Senegal,SEN,NY.GDP.MKTP.KD.ZG,1997,3.04560103485423
10050,Singapore,SGP,NY.GDP.MKTP.KD.ZG,1997,8.31620911124497
10051,Solomon Islands,SLB,NY.GDP.MKTP.KD.ZG,1997,-0.914077188158132
10052,Sierra Leone,SLE,NY.GDP.MKTP.KD.ZG,1997,-5.87708078884501
10053,El Salvador,SLV,NY.GDP.MKTP.KD.ZG,1997,3.13797006665828
10054,San Marino,SMR,NY.GDP.MKTP.KD.ZG,1997,
10055,Somalia,SOM,NY.GDP.MKTP.KD.ZG,1997,1.18049184646434
10056,Serbia,SRB,NY.GDP.MKTP.KD.ZG,1997,7.2073798394178
10057,Sub-Saharan Africa (excluding high income),SSA,NY.GDP.MKTP.KD.ZG,1997,4.07344259478054
10058,South Sudan,SSD,NY.GDP.MKTP.KD.ZG,1997,
10059,Sub-Saharan Africa,SSF,NY.GDP.MKTP.KD.ZG,1997,4.08240046540315
10060,Small states,SST,NY.GDP.MKTP.KD.ZG,1997,4.09333105715524
10061,Sao Tome and Principe,STP,NY.GDP.MKTP.KD.ZG,1997,0.996325185039922
10062,Suriname,SUR,NY.GDP.MKTP.KD.ZG,1997,5.6999976832949
10063,Slovak Republic,SVK,NY.GDP.MKTP.KD.ZG,1997,5.92583708362997
10064,Slovenia,SVN,NY.GDP.MKTP.KD.ZG,1997,5.04979345664498
10065,Sweden,SWE,NY.GDP.MKTP.KD.ZG,1997,3.07052659296374
10066,Eswatini,SWZ,NY.GDP.MKTP.KD.ZG,1997,3.10280535039624
10067,Sint Maarten (Dutch part),SXM,NY.GDP.MKTP.KD.ZG,1997,
10068,Seychelles,SYC,NY.GDP.MKTP.KD.ZG,1997,12.193641751411
10069,Syrian Arab Republic,SYR,NY.GDP.MKTP.KD.ZG,1997,5.0238045081104
10070,Turks and Caicos Islands,TCA,NY.GDP.MKTP.KD.ZG,1997,
10071,Chad,TCD,NY.GDP.MKTP.KD.ZG,1997,5.65339232788355
10072,East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.MKTP.KD.ZG,1997,7.34187832183683
10073,Europe & Central Asia (IDA & IBRD countries),TEC,NY.GDP.MKTP.KD.ZG,1997,2.93810210811081
10074,Togo,TGO,NY.GDP.MKTP.KD.ZG,1997,14.3773775705837
10075,Thailand,THA,NY.GDP.MKTP.KD.ZG,1997,-2.75357515314082
10076,Tajikistan,TJK,NY.GDP.MKTP.KD.ZG,1997,1.68067413588066
10077,Turkmenistan,TKM,NY.GDP.MKTP.KD.ZG,1997,-11.4000002276613
10078,Latin America & the Caribbean (IDA & IBRD countries),TLA,NY.GDP.MKTP.KD.ZG,1997,5.4523883204926
10079,Timor-Leste,TLS,NY.GDP.MKTP.KD.ZG,1997,3.99999999999984
10080,Middle East & North Africa (IDA & IBRD countries),TMN,NY.GDP.MKTP.KD.ZG,1997,3.86129019352862
10081,Tonga,TON,NY.GDP.MKTP.KD.ZG,1997,1.22344961737785
10082,South Asia (IDA & IBRD),TSA,NY.GDP.MKTP.KD.ZG,1997,3.69457655771095
10083,Sub-Saharan Africa (IDA & IBRD countries),TSS,NY.GDP.MKTP.KD.ZG,1997,4.08240046540318
10084,Trinidad and Tobago,TTO,NY.GDP.MKTP.KD.ZG,1997,7.52285462627518
10085,Tunisia,TUN,NY.GDP.MKTP.KD.ZG,1997,5.44094350107467
10086,Turkiye,TUR,NY.GDP.MKTP.KD.ZG,1997,7.57766364407608
10087,Tuvalu,TUV,NY.GDP.MKTP.KD.ZG,1997,10.0033027825943
10088,Tanzania,TZA,NY.GDP.MKTP.KD.ZG,1997,3.52527818941036
10089,Uganda,UGA,NY.GDP.MKTP.KD.ZG,1997,5.10000186476283
10090,Ukraine,UKR,NY.GDP.MKTP.KD.ZG,1997,-2.99999999842365
10091,Upper middle income,UMC,NY.GDP.MKTP.KD.ZG,1997,6.07505652549078
10092,Uruguay,URY,NY.GDP.MKTP.KD.ZG,1997,8.54768320111596
10093,United States,USA,NY.GDP.MKTP.KD.ZG,1997,4.44712794186451
10094,Uzbekistan,UZB,NY.GDP.MKTP.KD.ZG,1997,5.19999999656402
10095,St. Vincent and the Grenadines,VCT,NY.GDP.MKTP.KD.ZG,1997,3.50515087270627
10096,"Venezuela, RB",VEN,NY.GDP.MKTP.KD.ZG,1997,6.37093140101881
10097,British Virgin Islands,VGB,NY.GDP.MKTP.KD.ZG,1997,
10098,Virgin Islands (U.S.),VIR,NY.GDP.MKTP.KD.ZG,1997,
10099,Viet Nam,VNM,NY.GDP.MKTP.KD.ZG,1997,8.1520841433542
10100,Vanuatu,VUT,NY.GDP.MKTP.KD.ZG,1997,4.90681267768768
10101,World,WLD,NY.GDP.MKTP.KD.ZG,1997,3.92971386087351
10102,Samoa,WSM,NY.GDP.MKTP.KD.ZG,1997,0.643425004323134
10103,Kosovo,XKX,NY.GDP.MKTP.KD.ZG,1997,
10104,"Yemen, Rep.",YEM,NY.GDP.MKTP.KD.ZG,1997,5.23111204040379
10105,South Africa,ZAF,NY.GDP.MKTP.KD.ZG,1997,2.60000000146347
10106,Zambia,ZMB,NY.GDP.MKTP.KD.ZG,1997,3.81400749718355
10107,Zimbabwe,ZWE,NY.GDP.MKTP.KD.ZG,1997,2.68059417871629
10108,Aruba,ABW,NY.GDP.MKTP.KD.ZG,1998,1.99198444906199
10109,Africa Eastern and Southern,AFE,NY.GDP.MKTP.KD.ZG,1998,1.75837456448082
10110,Afghanistan,AFG,NY.GDP.MKTP.KD.ZG,1998,
10111,Africa Western and Central,AFW,NY.GDP.MKTP.KD.ZG,1998,3.60931183693687
10112,Angola,AGO,NY.GDP.MKTP.KD.ZG,1998,4.69114645093552
10113,Albania,ALB,NY.GDP.MKTP.KD.ZG,1998,8.82942375839806
10114,Andorra,AND,NY.GDP.MKTP.KD.ZG,1998,3.19479339289236
10115,Arab World,ARB,NY.GDP.MKTP.KD.ZG,1998,4.8477221647276
10116,United Arab Emirates,ARE,NY.GDP.MKTP.KD.ZG,1998,0.291994342094142
10117,Argentina,ARG,NY.GDP.MKTP.KD.ZG,1998,3.85017885156228
10118,Armenia,ARM,NY.GDP.MKTP.KD.ZG,1998,7.29999998770998
10119,American Samoa,ASM,NY.GDP.MKTP.KD.ZG,1998,
10120,Antigua and Barbuda,ATG,NY.GDP.MKTP.KD.ZG,1998,4.73122907530947
10121,Australia,AUS,NY.GDP.MKTP.KD.ZG,1998,4.66325162994434
10122,Austria,AUT,NY.GDP.MKTP.KD.ZG,1998,3.58142581460447
10123,Azerbaijan,AZE,NY.GDP.MKTP.KD.ZG,1998,9.99999961153691
10124,Burundi,BDI,NY.GDP.MKTP.KD.ZG,1998,4.74999999509613
10125,Belgium,BEL,NY.GDP.MKTP.KD.ZG,1998,1.96180827198427
10126,Benin,BEN,NY.GDP.MKTP.KD.ZG,1998,3.96101213832645
10127,Burkina Faso,BFA,NY.GDP.MKTP.KD.ZG,1998,7.30771963496896
10128,Bangladesh,BGD,NY.GDP.MKTP.KD.ZG,1998,5.1770268731498
10129,Bulgaria,BGR,NY.GDP.MKTP.KD.ZG,1998,3.78912136387723
10130,Bahrain,BHR,NY.GDP.MKTP.KD.ZG,1998,4.79000278855499
10131,"Bahamas, The",BHS,NY.GDP.MKTP.KD.ZG,1998,4.71679855496301
10132,Bosnia and Herzegovina,BIH,NY.GDP.MKTP.KD.ZG,1998,16.6163744979847
10133,Belarus,BLR,NY.GDP.MKTP.KD.ZG,1998,8.39999134340503
10134,Belize,BLZ,NY.GDP.MKTP.KD.ZG,1998,3.89302166252752
10135,Bermuda,BMU,NY.GDP.MKTP.KD.ZG,1998,3.90000009423035
10136,Bolivia,BOL,NY.GDP.MKTP.KD.ZG,1998,5.02935475543072
10137,Brazil,BRA,NY.GDP.MKTP.KD.ZG,1998,0.338097901207306
10138,Barbados,BRB,NY.GDP.MKTP.KD.ZG,1998,3.72846490100282
10139,Brunei Darussalam,BRN,NY.GDP.MKTP.KD.ZG,1998,-0.558508851097471
10140,Bhutan,BTN,NY.GDP.MKTP.KD.ZG,1998,5.91403082284438
10141,Botswana,BWA,NY.GDP.MKTP.KD.ZG,1998,0.443663586075374
10142,Central African Republic,CAF,NY.GDP.MKTP.KD.ZG,1998,4.70014237879329
10143,Canada,CAN,NY.GDP.MKTP.KD.ZG,1998,3.89288652990767
10144,Central Europe and the Baltics,CEB,NY.GDP.MKTP.KD.ZG,1998,2.68010074633438
10145,Switzerland,CHE,NY.GDP.MKTP.KD.ZG,1998,3.0299691703928
10146,Channel Islands,CHI,NY.GDP.MKTP.KD.ZG,1998,
10147,Chile,CHL,NY.GDP.MKTP.KD.ZG,1998,4.18088662724911
10148,China,CHN,NY.GDP.MKTP.KD.ZG,1998,7.84595178729862
10149,Cote d'Ivoire,CIV,NY.GDP.MKTP.KD.ZG,1998,4.26390594437231
10150,Cameroon,CMR,NY.GDP.MKTP.KD.ZG,1998,4.72553484802563
10151,"Congo, Dem. Rep.",COD,NY.GDP.MKTP.KD.ZG,1998,-1.62415404478989
10152,"Congo, Rep.",COG,NY.GDP.MKTP.KD.ZG,1998,3.73755276980884
10153,Colombia,COL,NY.GDP.MKTP.KD.ZG,1998,0.569784088434517
10154,Comoros,COM,NY.GDP.MKTP.KD.ZG,1998,1.28251579338536
10155,Cabo Verde,CPV,NY.GDP.MKTP.KD.ZG,1998,12.5172857879884
10156,Costa Rica,CRI,NY.GDP.MKTP.KD.ZG,1998,7.15530857838903
10157,Caribbean small states,CSS,NY.GDP.MKTP.KD.ZG,1998,3.57732737001754
10158,Cuba,CUB,NY.GDP.MKTP.KD.ZG,1998,0.159146050158526
10159,Curacao,CUW,NY.GDP.MKTP.KD.ZG,1998,
10160,Cayman Islands,CYM,NY.GDP.MKTP.KD.ZG,1998,
10161,Cyprus,CYP,NY.GDP.MKTP.KD.ZG,1998,6.11084674642566
10162,Czechia,CZE,NY.GDP.MKTP.KD.ZG,1998,-0.356566596194511
10163,Germany,DEU,NY.GDP.MKTP.KD.ZG,1998,2.01393278519326
10164,Djibouti,DJI,NY.GDP.MKTP.KD.ZG,1998,
10165,Dominica,DMA,NY.GDP.MKTP.KD.ZG,1998,3.77422683919843
10166,Denmark,DNK,NY.GDP.MKTP.KD.ZG,1998,2.21815874223761
10167,Dominican Republic,DOM,NY.GDP.MKTP.KD.ZG,1998,6.71447771177176
10168,Algeria,DZA,NY.GDP.MKTP.KD.ZG,1998,5.10000360896734
10169,East Asia & Pacific (excluding high income),EAP,NY.GDP.MKTP.KD.ZG,1998,2.89374658858372
10170,Early-demographic dividend,EAR,NY.GDP.MKTP.KD.ZG,1998,2.46188702894672
10171,East Asia & Pacific,EAS,NY.GDP.MKTP.KD.ZG,1998,0.4509689638341
10172,Europe & Central Asia (excluding high income),ECA,NY.GDP.MKTP.KD.ZG,1998,2.26391497933412
10173,Europe & Central Asia,ECS,NY.GDP.MKTP.KD.ZG,1998,2.62819632914982
10174,Ecuador,ECU,NY.GDP.MKTP.KD.ZG,1998,3.26652940374674
10175,"Egypt, Arab Rep.",EGY,NY.GDP.MKTP.KD.ZG,1998,5.575497460986
10176,Euro area,EMU,NY.GDP.MKTP.KD.ZG,1998,3.03273457416297
10177,Eritrea,ERI,NY.GDP.MKTP.KD.ZG,1998,1.77258309100318
10178,Spain,ESP,NY.GDP.MKTP.KD.ZG,1998,4.39310073452258
10179,Estonia,EST,NY.GDP.MKTP.KD.ZG,1998,4.33982551026151
10180,Ethiopia,ETH,NY.GDP.MKTP.KD.ZG,1998,-3.45813913371742
10181,European Union,EUU,NY.GDP.MKTP.KD.ZG,1998,3.0107970877602
10182,Fragile and conflict affected situations,FCS,NY.GDP.MKTP.KD.ZG,1998,4.93316544230053
10183,Finland,FIN,NY.GDP.MKTP.KD.ZG,1998,5.45718050065875
10184,Fiji,FJI,NY.GDP.MKTP.KD.ZG,1998,1.30000045153811
10185,France,FRA,NY.GDP.MKTP.KD.ZG,1998,3.58865942535427
10186,Faroe Islands,FRO,NY.GDP.MKTP.KD.ZG,1998,
10187,"Micronesia, Fed. Sts.",FSM,NY.GDP.MKTP.KD.ZG,1998,2.8505158599975
10188,Gabon,GAB,NY.GDP.MKTP.KD.ZG,1998,3.47783358718901
10189,United Kingdom,GBR,NY.GDP.MKTP.KD.ZG,1998,3.41426987375397
10190,Georgia,GEO,NY.GDP.MKTP.KD.ZG,1998,3.10150969616576
10191,Ghana,GHA,NY.GDP.MKTP.KD.ZG,1998,4.70039078427911
10192,Gibraltar,GIB,NY.GDP.MKTP.KD.ZG,1998,
10193,Guinea,GIN,NY.GDP.MKTP.KD.ZG,1998,3.64412124205991
10194,"Gambia, The",GMB,NY.GDP.MKTP.KD.ZG,1998,3.49999870205306
10195,Guinea-Bissau,GNB,NY.GDP.MKTP.KD.ZG,1998,-22.4457270639668
10196,Equatorial Guinea,GNQ,NY.GDP.MKTP.KD.ZG,1998,23.7744823299607
10197,Greece,GRC,NY.GDP.MKTP.KD.ZG,1998,3.8949047445029
10198,Grenada,GRD,NY.GDP.MKTP.KD.ZG,1998,11.7535029919192
10199,Greenland,GRL,NY.GDP.MKTP.KD.ZG,1998,7.75798174482551
10200,Guatemala,GTM,NY.GDP.MKTP.KD.ZG,1998,4.99352780305848
10201,Guam,GUM,NY.GDP.MKTP.KD.ZG,1998,
10202,Guyana,GUY,NY.GDP.MKTP.KD.ZG,1998,-1.67910449189729
10203,High income,HIC,NY.GDP.MKTP.KD.ZG,1998,2.73343652323356
10204,"Hong Kong SAR, China",HKG,NY.GDP.MKTP.KD.ZG,1998,-5.88268986903378
10205,Honduras,HND,NY.GDP.MKTP.KD.ZG,1998,3.59023303357911
10206,Heavily indebted poor countries (HIPC),HPC,NY.GDP.MKTP.KD.ZG,1998,3.51393431298546
10207,Croatia,HRV,NY.GDP.MKTP.KD.ZG,1998,2.2469758094151
10208,Haiti,HTI,NY.GDP.MKTP.KD.ZG,1998,2.18184032957123
10209,Hungary,HUN,NY.GDP.MKTP.KD.ZG,1998,3.90000450119636
10210,IBRD only,IBD,NY.GDP.MKTP.KD.ZG,1998,2.66191329823951
10211,IDA & IBRD total,IBT,NY.GDP.MKTP.KD.ZG,1998,2.7286150249106
10212,IDA total,IDA,NY.GDP.MKTP.KD.ZG,1998,3.44366087698194
10213,IDA blend,IDB,NY.GDP.MKTP.KD.ZG,1998,2.69888004050394
10214,Indonesia,IDN,NY.GDP.MKTP.KD.ZG,1998,-13.126725493152
10215,IDA only,IDX,NY.GDP.MKTP.KD.ZG,1998,4.1610958694599
10216,Isle of Man,IMN,NY.GDP.MKTP.KD.ZG,1998,13.5000059594272
10217,India,IND,NY.GDP.MKTP.KD.ZG,1998,6.18441582172117
10218,Not classified,INX,NY.GDP.MKTP.KD.ZG,1998,
10219,Ireland,IRL,NY.GDP.MKTP.KD.ZG,1998,8.76612168705877
10220,"Iran, Islamic Rep.",IRN,NY.GDP.MKTP.KD.ZG,1998,2.08001178030293
10221,Iraq,IRQ,NY.GDP.MKTP.KD.ZG,1998,34.8570951350526
10222,Iceland,ISL,NY.GDP.MKTP.KD.ZG,1998,7.36280095338691
10223,Israel,ISR,NY.GDP.MKTP.KD.ZG,1998,4.11555506859686
10224,Italy,ITA,NY.GDP.MKTP.KD.ZG,1998,1.81061516197623
10225,Jamaica,JAM,NY.GDP.MKTP.KD.ZG,1998,-2.33455354337816
10226,Jordan,JOR,NY.GDP.MKTP.KD.ZG,1998,3.01217269046565
10227,Japan,JPN,NY.GDP.MKTP.KD.ZG,1998,-1.27033049463975
10228,Kazakhstan,KAZ,NY.GDP.MKTP.KD.ZG,1998,-1.89999999942479
10229,Kenya,KEN,NY.GDP.MKTP.KD.ZG,1998,3.29021372249065
10230,Kyrgyz Republic,KGZ,NY.GDP.MKTP.KD.ZG,1998,2.12183528473682
10231,Cambodia,KHM,NY.GDP.MKTP.KD.ZG,1998,4.68163210424272
10232,Kiribati,KIR,NY.GDP.MKTP.KD.ZG,1998,3.954802259887
10233,St. Kitts and Nevis,KNA,NY.GDP.MKTP.KD.ZG,1998,-0.486745779185156
10234,"Korea, Rep.",KOR,NY.GDP.MKTP.KD.ZG,1998,-5.12944816520964
10235,Kuwait,KWT,NY.GDP.MKTP.KD.ZG,1998,3.66205472795443
10236,Latin America & Caribbean (excluding high income),LAC,NY.GDP.MKTP.KD.ZG,1998,2.78551305887996
10237,Lao PDR,LAO,NY.GDP.MKTP.KD.ZG,1998,3.96760809197698
10238,Lebanon,LBN,NY.GDP.MKTP.KD.ZG,1998,3.66572378505683
10239,Liberia,LBR,NY.GDP.MKTP.KD.ZG,1998,30.208131021194
10240,Libya,LBY,NY.GDP.MKTP.KD.ZG,1998,-3.55224471249835
10241,St. Lucia,LCA,NY.GDP.MKTP.KD.ZG,1998,6.28647121511862
10242,Latin America & Caribbean,LCN,NY.GDP.MKTP.KD.ZG,1998,2.97982780870831
10243,Least developed countries: UN classification,LDC,NY.GDP.MKTP.KD.ZG,1998,4.03244604675952
10244,Low income,LIC,NY.GDP.MKTP.KD.ZG,1998,4.05631696392152
10245,Liechtenstein,LIE,NY.GDP.MKTP.KD.ZG,1998,7.76126283694691
10246,Sri Lanka,LKA,NY.GDP.MKTP.KD.ZG,1998,4.69842304772052
10247,Lower middle income,LMC,NY.GDP.MKTP.KD.ZG,1998,4.52638628571285
10248,Low & middle income,LMY,NY.GDP.MKTP.KD.ZG,1998,3.29985017779212
10249,Lesotho,LSO,NY.GDP.MKTP.KD.ZG,1998,1.53765589433743
10250,Late-demographic dividend,LTE,NY.GDP.MKTP.KD.ZG,1998,2.83951356079012
10251,Lithuania,LTU,NY.GDP.MKTP.KD.ZG,1998,7.47575872433057
10252,Luxembourg,LUX,NY.GDP.MKTP.KD.ZG,1998,6.67451218969963
10253,Latvia,LVA,NY.GDP.MKTP.KD.ZG,1998,6.33593778412593
10254,"Macao SAR, China",MAC,NY.GDP.MKTP.KD.ZG,1998,-4.57104669618245
10255,St. Martin (French part),MAF,NY.GDP.MKTP.KD.ZG,1998,
10256,Morocco,MAR,NY.GDP.MKTP.KD.ZG,1998,7.23855267691987
10257,Monaco,MCO,NY.GDP.MKTP.KD.ZG,1998,3.50326528870077
10258,Moldova,MDA,NY.GDP.MKTP.KD.ZG,1998,-6.54219207711182
10259,Madagascar,MDG,NY.GDP.MKTP.KD.ZG,1998,3.91707460516817
10260,Maldives,MDV,NY.GDP.MKTP.KD.ZG,1998,7.49468315744146
10261,Middle East & North Africa,MEA,NY.GDP.MKTP.KD.ZG,1998,4.38744845858388
10262,Mexico,MEX,NY.GDP.MKTP.KD.ZG,1998,6.18507893082885
10263,Marshall Islands,MHL,NY.GDP.MKTP.KD.ZG,1998,-0.674122601693895
10264,Middle income,MIC,NY.GDP.MKTP.KD.ZG,1998,3.28441471401956
10265,North Macedonia,MKD,NY.GDP.MKTP.KD.ZG,1998,3.37873564718296
10266,Mali,MLI,NY.GDP.MKTP.KD.ZG,1998,7.57166763990284
10267,Malta,MLT,NY.GDP.MKTP.KD.ZG,1998,5.12560123053601
10268,Myanmar,MMR,NY.GDP.MKTP.KD.ZG,1998,5.86621315328905
10269,Middle East & North Africa (excluding high income),MNA,NY.GDP.MKTP.KD.ZG,1998,5.95739437057897
10270,Montenegro,MNE,NY.GDP.MKTP.KD.ZG,1998,4.90000584633145
10271,Mongolia,MNG,NY.GDP.MKTP.KD.ZG,1998,3.33993659935817
10272,Northern Mariana Islands,MNP,NY.GDP.MKTP.KD.ZG,1998,
10273,Mozambique,MOZ,NY.GDP.MKTP.KD.ZG,1998,10.3692324974977
10274,Mauritania,MRT,NY.GDP.MKTP.KD.ZG,1998,2.77780478428373
10275,Mauritius,MUS,NY.GDP.MKTP.KD.ZG,1998,6.07194017756214
10276,Malawi,MWI,NY.GDP.MKTP.KD.ZG,1998,3.89525350565094
10277,Malaysia,MYS,NY.GDP.MKTP.KD.ZG,1998,-7.35941518817556
10278,North America,NAC,NY.GDP.MKTP.KD.ZG,1998,4.43709125340506
10279,Namibia,NAM,NY.GDP.MKTP.KD.ZG,1998,3.29158562064818
10280,New Caledonia,NCL,NY.GDP.MKTP.KD.ZG,1998,-3.20027552726621
10281,Niger,NER,NY.GDP.MKTP.KD.ZG,1998,9.97261495642444
10282,Nigeria,NGA,NY.GDP.MKTP.KD.ZG,1998,2.58125410192935
10283,Nicaragua,NIC,NY.GDP.MKTP.KD.ZG,1998,3.71168146396694
10284,Netherlands,NLD,NY.GDP.MKTP.KD.ZG,1998,4.66391716015247
10285,Norway,NOR,NY.GDP.MKTP.KD.ZG,1998,2.66868662298907
10286,Nepal,NPL,NY.GDP.MKTP.KD.ZG,1998,3.01638947539399
10287,Nauru,NRU,NY.GDP.MKTP.KD.ZG,1998,-11.7880348263833
10288,New Zealand,NZL,NY.GDP.MKTP.KD.ZG,1998,0.85907461138774
10289,OECD members,OED,NY.GDP.MKTP.KD.ZG,1998,3.03511819168524
10290,Oman,OMN,NY.GDP.MKTP.KD.ZG,1998,2.6423380320232
10291,Other small states,OSS,NY.GDP.MKTP.KD.ZG,1998,4.64662179492015
10292,Pakistan,PAK,NY.GDP.MKTP.KD.ZG,1998,2.55023429817393
10293,Panama,PAN,NY.GDP.MKTP.KD.ZG,1998,7.34150083425158
10294,Peru,PER,NY.GDP.MKTP.KD.ZG,1998,-0.391537555833821
10295,Philippines,PHL,NY.GDP.MKTP.KD.ZG,1998,-0.514090599541888
10296,Palau,PLW,NY.GDP.MKTP.KD.ZG,1998,1.99995868105047
10297,Papua New Guinea,PNG,NY.GDP.MKTP.KD.ZG,1998,-3.76911321783457
10298,Poland,POL,NY.GDP.MKTP.KD.ZG,1998,4.64051496169573
10299,Pre-demographic dividend,PRE,NY.GDP.MKTP.KD.ZG,1998,6.96812412025774
10300,Puerto Rico,PRI,NY.GDP.MKTP.KD.ZG,1998,5.5307256117983
10301,"Korea, Dem. People's Rep.",PRK,NY.GDP.MKTP.KD.ZG,1998,
10302,Portugal,PRT,NY.GDP.MKTP.KD.ZG,1998,4.80796297573329
10303,Paraguay,PRY,NY.GDP.MKTP.KD.ZG,1998,0.0680377558080636
10304,West Bank and Gaza,PSE,NY.GDP.MKTP.KD.ZG,1998,14.3342034755528
10305,Pacific island small states,PSS,NY.GDP.MKTP.KD.ZG,1998,1.46567182855604
10306,Post-demographic dividend,PST,NY.GDP.MKTP.KD.ZG,1998,2.84051067042299
10307,French Polynesia,PYF,NY.GDP.MKTP.KD.ZG,1998,1.73337439996173
10308,Qatar,QAT,NY.GDP.MKTP.KD.ZG,1998,11.2186524466919
10309,Romania,ROU,NY.GDP.MKTP.KD.ZG,1998,-2.02981290571721
10310,Russian Federation,RUS,NY.GDP.MKTP.KD.ZG,1998,-5.2999616266239
10311,Rwanda,RWA,NY.GDP.MKTP.KD.ZG,1998,8.8586694922997
10312,South Asia,SAS,NY.GDP.MKTP.KD.ZG,1998,5.4451638978128
10313,Saudi Arabia,SAU,NY.GDP.MKTP.KD.ZG,1998,2.89334623517729
10314,Sudan,SDN,NY.GDP.MKTP.KD.ZG,1998,4.30850425525036
